model,group,actual_update_median,actual_update_q3,mean_fallback_fraction,minimum_fallback_fraction,maximum_fallback_fraction,fallback_tolerance,thresholds,minimum_threshold,maximum_threshold
70,10,5.0,6.0,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.02,17,17,17
70,11,6.0,7.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,18,18,18
70,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
71,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
71,2,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.02,"4,5",4,5
71,3,2.0,2.0,0.03819444444444444,0.027777777777777776,0.041666666666666664,0.02,"6,7,8,9",6,9
71,4,2.0,3.0,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.02,10,10,10
71,5,3.0,3.0,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.02,"11,12",11,12
71,6,3.0,4.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.02,13,13,13
71,7,4.0,4.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.02,14,14,14
71,8,4.0,5.0,0.125,0.125,0.125,0.02,15,15,15
71,9,5.0,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.02,16,16,16
71,10,5.0,6.25,0.18055555555555555,0.18055555555555555,0.18055555555555555,0.02,17,17,17
71,11,6.0,7.0,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.02,18,18,18
71,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
72,1,1.0,1.0,0.0058823529411764705,0.0,0.014705882352941176,0.02,"1,2,3,4,5",1,5
72,2,2.0,2.0,0.024509803921568627,0.014705882352941176,0.029411764705882353,0.02,"6,7,8",6,8
72,3,2.0,3.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.02,9,9,9
72,4,2.0,3.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,10,10,10
72,5,3.0,3.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,11,11,11
72,6,3.0,4.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,12,12,12
72,7,3.0,4.0,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.02,13,13,13
72,8,4.0,5.0,0.11029411764705882,0.10294117647058823,0.11764705882352941,0.02,"14,15",14,15
72,9,5.0,6.0,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.02,16,16,16
72,10,5.5,7.0,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.02,17,17,17
72,11,6.0,8.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.02,18,18,18
72,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
73,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
73,2,1.0,1.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,"4,5",4,5
73,3,2.0,2.0,0.03980099502487562,0.029850746268656716,0.04477611940298507,0.02,"6,7,8",6,8
73,4,2.0,2.5,0.04477611940298507,0.04477611940298507,0.04477611940298507,0.02,9,9,9
73,5,2.0,3.0,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,10,10,10
73,6,3.0,3.0,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,"11,12",11,12
73,7,3.0,4.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,13,13,13
73,8,4.0,4.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,14,14,14
73,9,4.0,5.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,15,15,15
73,10,5.0,5.5,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.02,16,16,16
73,11,5.0,6.0,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.02,17,17,17
73,12,6.0,7.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,18,18,18
73,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
74,1,1.0,1.0,0.003289473684210526,0.0,0.013157894736842105,0.02,"1,2,3,4",1,4
74,2,1.0,1.25,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.02,5,5,5
74,3,2.0,2.0,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.02,6,6,6
74,4,2.0,2.0,0.039473684210526314,0.039473684210526314,0.039473684210526314,0.02,"7,8",7,8
74,5,2.0,3.0,0.039473684210526314,0.039473684210526314,0.039473684210526314,0.02,9,9,9
74,6,2.5,3.0,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.02,10,10,10
74,7,3.0,3.0,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.02,11,11,11
74,8,3.0,4.0,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.02,12,12,12
74,9,3.0,4.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,13,13,13
74,10,4.0,4.25,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,14,14,14
74,11,4.0,5.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,15,15,15
74,12,5.0,5.25,0.11842105263157894,0.11842105263157894,0.11842105263157894,0.02,16,16,16
74,13,5.0,6.0,0.11842105263157894,0.11842105263157894,0.11842105263157894,0.02,17,17,17
74,14,6.0,7.0,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.02,18,18,18
74,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
75,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
75,2,1.0,1.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,"4,5",4,5
75,3,1.0,2.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,6,6,6
75,4,2.0,2.0,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,"7,8,9",7,9
75,5,2.0,3.0,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.02,10,10,10
75,6,3.0,3.0,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.02,"11,12",11,12
75,7,3.0,4.0,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.02,"13,14",13,14
75,8,4.0,5.0,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.02,15,15,15
75,9,5.0,6.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,"16,17",16,17
75,10,6.0,7.0,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.02,18,18,18
75,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
76,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
76,2,1.0,1.0,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.02,4,4,4
76,3,1.0,1.5,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.02,5,5,5
76,4,2.0,2.0,0.03636363636363636,0.03636363636363636,0.03636363636363636,0.02,6,6,6
76,5,2.0,2.0,0.07272727272727272,0.07272727272727272,0.07272727272727272,0.02,"7,8",7,8
76,6,2.0,3.0,0.07272727272727272,0.07272727272727272,0.07272727272727272,0.02,9,9,9
76,7,3.0,3.0,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.02,"10,11",10,11
76,8,3.0,4.0,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.02,12,12,12
76,9,4.0,4.0,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.02,13,13,13
76,10,4.0,5.0,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.02,14,14,14
76,11,5.0,5.0,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.02,15,15,15
76,12,5.0,6.0,0.16363636363636364,0.16363636363636364,0.16363636363636364,0.02,16,16,16
76,13,6.0,7.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.02,17,17,17
76,14,6.0,8.0,0.2,0.2,0.2,0.02,18,18,18
76,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
77,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
77,2,1.0,1.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.02,"4,5",4,5
77,3,2.0,2.0,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.02,6,6,6
77,4,2.0,2.0,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.02,"7,8",7,8
77,5,2.0,3.0,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.02,9,9,9
77,6,3.0,3.0,0.1076923076923077,0.1076923076923077,0.1076923076923077,0.02,"10,11",10,11
77,7,3.0,4.0,0.1076923076923077,0.1076923076923077,0.1076923076923077,0.02,12,12,12
77,8,4.0,4.0,0.16923076923076924,0.16923076923076924,0.16923076923076924,0.02,13,13,13
77,9,4.0,5.0,0.17692307692307693,0.16923076923076924,0.18461538461538463,0.02,"14,15",14,15
77,10,5.0,6.0,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.02,16,16,16
77,11,5.0,7.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.02,17,17,17
77,12,6.0,10.0,0.26153846153846155,0.26153846153846155,0.26153846153846155,0.02,18,18,18
77,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
78,1,1.0,1.0,0.0058823529411764705,0.0,0.014705882352941176,0.02,"1,2,3,4,5",1,5
78,2,1.0,2.0,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.02,6,6,6
78,3,2.0,2.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.02,"7,8",7,8
78,4,2.0,3.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.02,9,9,9
78,5,2.0,3.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,10,10,10
78,6,3.0,3.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,11,11,11
78,7,3.0,3.25,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,12,12,12
78,8,3.0,4.0,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.02,"13,14",13,14
78,9,4.0,5.0,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.02,15,15,15
78,10,4.0,5.0,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.02,16,16,16
78,11,5.0,6.0,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.02,17,17,17
78,12,6.0,7.0,0.16176470588235295,0.16176470588235295,0.16176470588235295,0.02,18,18,18
78,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
79,1,1.0,1.0,0.00625,0.0,0.015625,0.02,"1,2,3,4,5",1,5
79,2,2.0,2.0,0.015625,0.015625,0.015625,0.02,6,6,6
79,3,2.0,2.0,0.046875,0.046875,0.046875,0.02,"7,8",7,8
79,4,2.0,3.0,0.0546875,0.046875,0.0625,0.02,"9,10",9,10
79,5,3.0,3.0,0.0625,0.0625,0.0625,0.02,"11,12",11,12
79,6,3.0,4.0,0.09375,0.09375,0.09375,0.02,13,13,13
79,7,4.0,4.0,0.09375,0.09375,0.09375,0.02,14,14,14
79,8,4.0,5.0,0.109375,0.109375,0.109375,0.02,15,15,15
79,9,5.0,6.0,0.140625,0.140625,0.140625,0.02,16,16,16
79,10,5.0,7.0,0.15625,0.15625,0.15625,0.02,17,17,17
79,11,6.0,8.0,0.1875,0.1875,0.1875,0.02,18,18,18
79,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
80,1,1.0,1.0,0.004098360655737705,0.0,0.01639344262295082,0.02,"1,2,3,4",1,4
80,2,1.0,2.0,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.02,5,5,5
80,3,2.0,2.0,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.02,6,6,6
80,4,2.0,2.0,0.04918032786885246,0.04918032786885246,0.04918032786885246,0.02,"7,8",7,8
80,5,2.0,3.0,0.04918032786885246,0.04918032786885246,0.04918032786885246,0.02,9,9,9
80,6,3.0,3.0,0.08196721311475409,0.08196721311475409,0.08196721311475409,0.02,10,10,10
80,7,3.0,4.0,0.08196721311475409,0.08196721311475409,0.08196721311475409,0.02,"11,12",11,12
80,8,4.0,4.0,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.02,13,13,13
80,9,4.0,5.0,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.02,14,14,14
80,10,5.0,6.0,0.14754098360655737,0.14754098360655737,0.14754098360655737,0.02,15,15,15
80,11,6.0,7.0,0.19672131147540983,0.19672131147540983,0.19672131147540983,0.02,16,16,16
80,12,6.0,8.0,0.22950819672131148,0.22950819672131148,0.22950819672131148,0.02,17,17,17
80,13,7.0,10.0,0.2786885245901639,0.2786885245901639,0.2786885245901639,0.02,18,18,18
80,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
81,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
81,2,1.0,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.02,"4,5",4,5
81,3,2.0,2.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.02,6,6,6
81,4,2.0,2.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.02,"7,8",7,8
81,5,2.0,3.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.02,9,9,9
81,6,2.0,3.0,0.1,0.1,0.1,0.02,10,10,10
81,7,3.0,3.0,0.1,0.1,0.1,0.02,11,11,11
81,8,3.0,4.0,0.1,0.1,0.1,0.02,12,12,12
81,9,3.0,4.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.02,13,13,13
81,10,4.0,5.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.02,"14,15",14,15
81,11,5.0,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.02,16,16,16
81,12,6.0,7.0,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.02,17,17,17
81,13,6.0,8.0,0.2,0.2,0.2,0.02,18,18,18
81,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
82,1,1.0,1.0,0.003676470588235294,0.0,0.014705882352941176,0.02,"1,2,3,4",1,4
82,2,1.0,1.25,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.02,5,5,5
82,3,2.0,2.0,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.02,6,6,6
82,4,2.0,2.0,0.04411764705882353,0.04411764705882353,0.04411764705882353,0.02,"7,8",7,8
82,5,2.0,3.0,0.04411764705882353,0.04411764705882353,0.04411764705882353,0.02,9,9,9
82,6,3.0,3.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,"10,11",10,11
82,7,3.0,4.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.02,12,12,12
82,8,3.5,4.0,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.02,13,13,13
82,9,4.0,5.0,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.02,"14,15",14,15
82,10,5.0,6.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.02,16,16,16
82,11,5.5,6.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.02,17,17,17
82,12,6.0,7.0,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.02,18,18,18
82,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
83,1,1.0,1.0,0.006060606060606061,0.0,0.015151515151515152,0.02,"1,2,3,4,5",1,5
83,2,1.0,2.0,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.02,6,6,6
83,3,2.0,2.0,0.04545454545454545,0.045454545454545456,0.045454545454545456,0.02,"7,8,9",7,9
83,4,2.0,3.0,0.07575757575757576,0.07575757575757576,0.07575757575757576,0.02,10,10,10
83,5,3.0,3.0,0.07575757575757576,0.07575757575757576,0.07575757575757576,0.02,"11,12",11,12
83,6,3.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,"13,14",13,14
83,7,4.0,5.0,0.12878787878787878,0.12121212121212122,0.13636363636363635,0.02,"15,16",15,16
83,8,5.0,6.0,0.14393939393939392,0.13636363636363635,0.15151515151515152,0.02,"17,18",17,18
83,9,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
84,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
84,2,1.0,1.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.02,"4,5",4,5
84,3,1.0,2.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.02,6,6,6
84,4,2.0,2.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.02,"7,8,9",7,9
84,5,2.0,3.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.02,10,10,10
84,6,3.0,3.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.02,"11,12",11,12
84,7,3.0,4.0,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.02,"13,14",13,14
84,8,4.0,5.0,0.14393939393939392,0.13636363636363635,0.15151515151515152,0.02,"15,16",15,16
84,9,5.0,6.0,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.02,17,17,17
84,10,5.5,7.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.02,18,18,18
84,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
85,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
85,2,1.0,1.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,"4,5",4,5
85,3,2.0,2.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,6,6,6
85,4,2.0,2.0,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.02,"7,8",7,8
85,5,2.0,3.0,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.02,9,9,9
85,6,2.0,3.0,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.02,10,10,10
85,7,3.0,3.0,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.02,11,11,11
85,8,3.0,4.0,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.02,12,12,12
85,9,3.0,4.0,0.15492957746478872,0.15492957746478872,0.15492957746478872,0.02,13,13,13
85,10,4.0,5.0,0.15492957746478872,0.15492957746478872,0.15492957746478872,0.02,"14,15",14,15
85,11,5.0,6.0,0.18309859154929578,0.18309859154929578,0.18309859154929578,0.02,16,16,16
85,12,6.0,7.0,0.19718309859154928,0.19718309859154928,0.19718309859154928,0.02,17,17,17
85,13,6.0,8.0,0.2112676056338028,0.2112676056338028,0.2112676056338028,0.02,18,18,18
85,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
86,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
86,2,1.0,1.0,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.02,"4,5",4,5
86,3,2.0,2.0,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.02,6,6,6
86,4,2.0,2.0,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.02,"7,8",7,8
86,5,2.0,3.0,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.02,9,9,9
86,6,3.0,3.0,0.11864406779661017,0.11864406779661017,0.11864406779661017,0.02,"10,11",10,11
86,7,3.0,3.5,0.11864406779661017,0.11864406779661017,0.11864406779661017,0.02,12,12,12
86,8,3.0,4.0,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.02,13,13,13
86,9,4.0,5.0,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.02,"14,15",14,15
86,10,5.0,8.5,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.02,16,16,16
86,11,6.0,10.0,0.2796610169491526,0.2711864406779661,0.288135593220339,0.02,"17,18",17,18
86,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
87,1,1.0,1.0,0.006153846153846154,0.0,0.015384615384615385,0.02,"1,2,3,4,5",1,5
87,2,2.0,2.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.02,6,6,6
87,3,2.0,2.0,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.02,"7,8",7,8
87,4,2.0,3.0,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.02,9,9,9
87,5,3.0,3.0,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.02,"10,11",10,11
87,6,3.0,4.0,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.02,12,12,12
87,7,4.0,4.0,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.02,13,13,13
87,8,4.0,5.0,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.02,14,14,14
87,9,4.0,6.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,15,15,15
87,10,5.0,7.0,0.18461538461538463,0.18461538461538463,0.18461538461538463,0.02,16,16,16
87,11,6.0,8.0,0.2,0.2,0.2,0.02,17,17,17
87,12,6.0,9.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.02,18,18,18
87,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
88,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
88,2,1.0,1.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02,"4,5",4,5
88,3,2.0,2.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02,6,6,6
88,4,2.0,2.0,0.05128205128205129,0.05128205128205128,0.05128205128205128,0.02,"7,8,9",7,9
88,5,2.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,10,10,10
88,6,3.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,"11,12",11,12
88,7,3.0,4.0,0.08974358974358974,0.08974358974358974,0.08974358974358974,0.02,13,13,13
88,8,4.0,4.0,0.08974358974358974,0.08974358974358974,0.08974358974358974,0.02,14,14,14
88,9,4.0,5.0,0.08974358974358974,0.08974358974358974,0.08974358974358974,0.02,15,15,15
88,10,5.0,5.75,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.02,16,16,16
88,11,5.0,6.0,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.02,17,17,17
88,12,6.0,7.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.02,18,18,18
88,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
89,1,1.0,1.0,0.005714285714285714,0.0,0.014285714285714285,0.02,"1,2,3,4,5",1,5
89,2,1.0,2.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.02,6,6,6
89,3,2.0,2.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02,"7,8,9",7,9
89,4,2.0,3.0,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.02,10,10,10
89,5,3.0,3.0,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.02,"11,12",11,12
89,6,3.0,4.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.02,"13,14",13,14
89,7,4.0,4.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.02,15,15,15
89,8,4.0,5.0,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.02,16,16,16
89,9,5.0,5.75,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.02,17,17,17
89,10,5.0,6.0,0.1,0.1,0.1,0.02,18,18,18
89,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
90,1,1.0,1.0,0.005333333333333334,0.0,0.013333333333333334,0.02,"1,2,3,4,5",1,5
90,2,2.0,2.0,0.022222222222222223,0.013333333333333334,0.02666666666666667,0.02,"6,7,8",6,8
90,3,2.0,2.5,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.02,9,9,9
90,4,3.0,3.0,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.02,"10,11",10,11
90,5,3.0,4.0,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.02,12,12,12
90,6,4.0,4.0,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.02,13,13,13
90,7,4.0,5.0,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.02,14,14,14
90,8,5.0,5.0,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.02,15,15,15
90,9,5.0,6.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.02,16,16,16
90,10,6.0,6.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.02,17,17,17
90,11,6.0,7.0,0.17333333333333334,0.17333333333333334,0.17333333333333334,0.02,18,18,18
90,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
91,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
91,2,1.0,1.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,"4,5",4,5
91,3,2.0,2.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,6,6,6
91,4,2.0,2.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,"7,8",7,8
91,5,2.0,3.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,9,9,9
91,6,2.0,3.0,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.02,10,10,10
91,7,3.0,3.0,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.02,11,11,11
91,8,3.0,4.0,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.02,12,12,12
91,9,3.0,4.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,"13,14",13,14
91,10,4.0,5.0,0.14925373134328357,0.14925373134328357,0.14925373134328357,0.02,15,15,15
91,11,4.0,5.0,0.1791044776119403,0.1791044776119403,0.1791044776119403,0.02,16,16,16
91,12,5.0,6.0,0.18656716417910446,0.1791044776119403,0.19402985074626866,0.02,"17,18",17,18
91,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
92,1,1.0,1.0,0.005479452054794521,0.0,0.0136986301369863,0.02,"1,2,3,4,5",1,5
92,2,2.0,2.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.02,6,6,6
92,3,2.0,2.0,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.02,"7,8,9",7,9
92,4,2.0,3.0,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.02,10,10,10
92,5,3.0,3.0,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.02,"11,12",11,12
92,6,3.0,4.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,"13,14",13,14
92,7,4.0,5.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,15,15,15
92,8,4.0,5.0,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.02,16,16,16
92,9,5.0,6.0,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.02,17,17,17
92,10,6.0,7.0,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.02,18,18,18
